RECHTSTRAEGER;QUARTAL;BEKANNTGABE;MEDIUM_MEDIENINHABER;EURO
User 794;19981;6;Movie 275;4
User 586;19981;6;Movie 3;5
User 661;19974;6;Movie 210;5
User 569;19974;6;Movie 100;5
User 429;19974;6;Movie 227;2
User 833;19973;6;Movie 381;4
User 877;19974;6;Movie 258;4
User 343;19974;6;Movie 150;4
User 535;19974;6;Movie 707;4
User 715;19974;6;Movie 108;4
User 757;19981;6;Movie 313;3
User 646;19981;6;Movie 751;2
User 910;19974;6;Movie 137;3
User 807;19982;6;Movie 257;4
User 932;19981;6;Movie 172;5
User 758;19974;6;Movie 898;3
User 505;19981;6;Movie 144;3
User 846;19981;6;Movie 570;4
User 718;19974;6;Movie 15;5
User 457;19974;6;Movie 147;5
User 705;19974;6;Movie 183;2
User 681;19981;6;Movie 682;1
User 348;19981;6;Movie 685;4
User 535;19974;6;Movie 265;3
User 692;19974;6;Movie 866;4
User 883;19982;6;Movie 703;3
User 758;19974;6;Movie 154;5
User 431;19974;6;Movie 269;3
User 222;19974;6;Movie 446;3
User 652;19974;6;Movie 96;4
User 303;19974;6;Movie 869;2
User 290;19974;6;Movie 95;4
User 937;19974;6;Movie 242;3
User 429;19974;6;Movie 155;2
User 732;19974;6;Movie 289;3
User 933;19973;6;Movie 196;4
User 904;19974;6;Movie 328;2
User 916;19974;6;Movie 212;5
User 474;19981;6;Movie 608;4
User 721;19974;6;Movie 684;4
User 95;19974;6;Movie 511;4
User 921;19981;6;Movie 892;3
User 591;19981;6;Movie 709;4
User 416;19981;6;Movie 80;2
User 870;19974;6;Movie 384;3
User 716;19974;6;Movie 519;3
User 579;19974;6;Movie 202;5
User 747;19981;6;Movie 507;3
User 741;19981;6;Movie 173;2
User 497;19974;6;Movie 1415;2
User 567;19974;6;Movie 127;5
User 393;19981;6;Movie 121;4
User 329;19982;6;Movie 8;2
User 707;19981;6;Movie 248;4
User 648;19981;6;Movie 452;3
User 853;19974;6;Movie 264;3
User 889;19974;6;Movie 12;5
User 699;19974;6;Movie 124;4
User 826;19981;6;Movie 501;3
User 856;19982;6;Movie 313;5
User 708;19974;6;Movie 118;5
User 674;19981;6;Movie 245;4
User 456;19974;6;Movie 547;3
User 903;19981;6;Movie 333;4
User 767;19982;6;Movie 183;4
User 536;19974;6;Movie 427;5
User 303;19974;6;Movie 147;4
User 374;19974;6;Movie 779;3
User 721;19974;6;Movie 51;4
User 804;19974;6;Movie 284;4
User 643;19982;6;Movie 238;3
User 532;19981;6;Movie 240;3
User 709;19974;6;Movie 7;3
User 943;19981;6;Movie 51;1
User 87;19974;6;Movie 121;5
User 682;19981;6;Movie 195;4
User 773;19981;6;Movie 185;4
User 298;19981;6;Movie 357;5
User 738;19973;6;Movie 2;3
User 610;19981;6;Movie 508;3
User 940;19981;6;Movie 855;5
User 932;19981;6;Movie 154;5
User 429;19974;6;Movie 204;4
User 864;19981;6;Movie 789;4
User 899;19981;6;Movie 483;4
User 45;19974;6;Movie 284;4
User 75;19981;6;Movie 289;1
User 881;19974;6;Movie 375;1
User 640;19973;6;Movie 391;3
User 458;19981;6;Movie 513;4
User 682;19981;6;Movie 1093;3
User 42;19974;6;Movie 1050;3
User 800;19981;6;Movie 294;3
User 716;19974;6;Movie 202;4
User 655;19981;6;Movie 262;5
User 882;19974;6;Movie 21;2
User 500;19981;6;Movie 1311;1
User 883;19982;6;Movie 4;4
User 908;19974;6;Movie 151;3
User 154;19974;6;Movie 496;3
User 749;19974;6;Movie 135;4
User 714;19982;6;Movie 471;4
User 690;19974;6;Movie 197;4
User 217;19981;6;Movie 17;3
User 553;19974;6;Movie 514;3
User 847;19974;6;Movie 95;4
User 263;19981;6;Movie 23;3
User 936;19981;6;Movie 243;2
User 868;19974;6;Movie 227;1
User 711;19974;6;Movie 181;4
User 936;19981;6;Movie 1014;3
User 901;19974;6;Movie 161;5
User 666;19974;6;Movie 162;4
User 883;19982;6;Movie 873;3
User 452;19981;6;Movie 199;5
User 70;19981;6;Movie 559;3
User 933;19973;6;Movie 72;3
User 933;19973;6;Movie 1246;1
User 847;19974;6;Movie 198;4
User 487;19981;6;Movie 349;3
User 714;19982;6;Movie 410;3
User 649;19982;6;Movie 250;3
User 653;19974;6;Movie 154;3
User 903;19982;6;Movie 186;5
User 707;19974;6;Movie 318;5
User 82;19974;6;Movie 640;3
User 847;19974;6;Movie 428;3
User 916;19974;6;Movie 223;4
User 717;19981;6;Movie 866;1
User 655;19981;6;Movie 761;2
User 429;19974;6;Movie 381;3
User 927;19974;6;Movie 288;5
User 659;19981;6;Movie 603;5
User 825;19974;6;Movie 289;1
User 788;19974;6;Movie 144;4
User 810;19974;6;Movie 243;4
User 325;19982;6;Movie 771;1
User 373;19974;6;Movie 529;4
User 201;19981;6;Movie 603;4
User 760;19974;6;Movie 66;2
User 444;19982;6;Movie 272;5
User 303;19974;6;Movie 289;2
User 397;19981;6;Movie 289;3
User 308;19981;6;Movie 770;4
User 883;19982;6;Movie 346;4
User 943;19981;6;Movie 226;4
User 715;19974;6;Movie 88;3
User 311;19981;6;Movie 47;2
User 699;19974;6;Movie 482;2
User 23;19973;6;Movie 89;5
User 445;19981;6;Movie 96;4
User 798;19974;6;Movie 692;4
User 298;19981;6;Movie 187;5
User 414;19981;6;Movie 324;4
User 294;19981;6;Movie 881;3
User 433;19974;6;Movie 137;5
User 758;19974;6;Movie 338;4
User 276;19982;6;Movie 316;4
User 913;19974;6;Movie 269;5
User 927;19974;6;Movie 240;3
User 187;19974;6;Movie 52;4
User 922;19982;6;Movie 183;3
User 883;19982;6;Movie 19;2
User 875;19974;6;Movie 461;4
User 630;19981;6;Movie 11;5
User 894;19974;6;Movie 86;4
User 916;19974;6;Movie 393;2
User 877;19974;6;Movie 197;4
User 374;19974;6;Movie 281;3
User 479;19974;6;Movie 157;5
User 901;19974;6;Movie 257;4
User 655;19981;6;Movie 182;4
User 474;19981;6;Movie 956;4
User 693;19973;6;Movie 192;2
User 503;19982;6;Movie 949;3
User 615;19974;6;Movie 100;3
User 535;19974;6;Movie 275;4
User 615;19974;6;Movie 97;4
User 783;19981;6;Movie 307;5
User 297;19973;6;Movie 196;4
User 795;19974;6;Movie 167;3
User 643;19982;6;Movie 845;3
User 774;19981;6;Movie 545;1
User 234;19982;6;Movie 964;4
User 913;19974;6;Movie 89;5
User 447;19974;6;Movie 276;4
User 577;19974;6;Movie 546;3
User 725;19974;6;Movie 19;5
User 272;19974;6;Movie 56;5
User 835;19981;6;Movie 484;4
User 137;19974;6;Movie 96;5
User 915;19981;6;Movie 313;4
User 315;19974;6;Movie 4;4
User 821;19973;6;Movie 560;3
User 749;19974;6;Movie 1023;3
User 548;19982;6;Movie 762;4
User 223;19982;6;Movie 155;5
User 664;19974;6;Movie 845;2
User 919;19973;6;Movie 687;1
User 758;19974;6;Movie 514;5
User 940;19981;6;Movie 708;3
User 642;19981;6;Movie 1239;4
User 126;19981;6;Movie 316;4
User 151;19974;6;Movie 174;5
User 279;19973;6;Movie 971;4
User 782;19982;6;Movie 1514;2
User 750;19974;6;Movie 873;3
User 838;19981;6;Movie 8;4
User 351;19974;6;Movie 895;3
User 826;19981;6;Movie 226;4
User 707;19974;6;Movie 458;3
User 655;19981;6;Movie 723;3
User 758;19974;6;Movie 628;4
User 692;19974;6;Movie 211;4
User 474;19981;6;Movie 650;4
User 934;19981;6;Movie 174;5
User 753;19982;6;Movie 181;3
User 850;19974;6;Movie 97;5
User 743;19974;6;Movie 326;3
User 500;19981;6;Movie 295;4
User 749;19974;6;Movie 153;4
User 109;19974;6;Movie 151;5
User 732;19974;6;Movie 937;4
User 749;19974;6;Movie 968;3
User 788;19974;6;Movie 637;2
User 896;19981;6;Movie 1423;2
User 894;19974;6;Movie 59;5
User 416;19982;6;Movie 477;4
User 269;19982;6;Movie 281;1
User 686;19974;6;Movie 178;5
User 936;19981;6;Movie 301;3
User 442;19974;6;Movie 89;4
User 363;19982;6;Movie 150;5
User 897;19974;6;Movie 410;3
User 934;19981;6;Movie 514;5
User 334;19982;6;Movie 44;4
User 846;19981;6;Movie 268;4
User 674;19981;6;Movie 15;4
User 393;19981;6;Movie 395;3
User 437;19974;6;Movie 443;4
User 712;19973;6;Movie 1037;4
User 903;19981;6;Movie 1070;4
User 151;19974;6;Movie 629;4
User 629;19974;6;Movie 309;3
User 840;19981;6;Movie 96;2
User 711;19974;6;Movie 79;4
User 648;19981;6;Movie 72;4
User 749;19974;6;Movie 418;5
User 322;19981;6;Movie 1019;4
User 436;19981;6;Movie 167;3
User 274;19974;6;Movie 873;3
User 310;19974;6;Movie 294;1
User 830;19982;6;Movie 172;5
User 379;19974;6;Movie 435;5
User 615;19974;6;Movie 191;5
User 425;19974;6;Movie 319;1
User 474;19981;6;Movie 421;3
User 145;19981;6;Movie 308;2
User 429;19974;6;Movie 100;5
User 305;19981;6;Movie 49;3
User 584;19981;6;Movie 450;2
User 193;19981;6;Movie 826;2
User 567;19974;6;Movie 608;4
User 921;19974;6;Movie 845;4
User 749;19974;6;Movie 527;4
User 1;19974;6;Movie 116;3
User 28;19974;6;Movie 219;5
User 738;19982;6;Movie 517;3
User 243;19974;6;Movie 237;2
User 904;19974;6;Movie 739;4
User 896;19981;6;Movie 824;1
User 234;19982;6;Movie 119;3
User 880;19974;6;Movie 144;5
User 618;19981;6;Movie 651;5
User 514;19981;6;Movie 180;3
User 622;19974;6;Movie 532;3
User 886;19974;6;Movie 518;4
User 18;19974;6;Movie 510;4
User 554;19974;6;Movie 133;4
User 863;19981;6;Movie 340;3
User 617;19981;6;Movie 531;2
User 750;19974;6;Movie 322;2
User 193;19981;6;Movie 1407;3
User 892;19981;6;Movie 182;5
User 151;19974;6;Movie 945;5
User 94;19982;6;Movie 1221;3
User 385;19974;6;Movie 528;4
User 174;19981;6;Movie 65;5
User 760;19974;6;Movie 451;5
User 696;19981;6;Movie 9;5
User 426;19974;6;Movie 100;4
User 488;19981;6;Movie 486;4
User 615;19974;6;Movie 192;5
User 889;19974;6;Movie 1188;2
User 768;19981;6;Movie 315;3
User 931;19981;6;Movie 258;3
User 328;19981;6;Movie 646;3
User 50;19974;6;Movie 100;2
User 504;19981;6;Movie 441;4
User 546;19981;6;Movie 758;4
User 839;19974;6;Movie 277;2
User 843;19974;6;Movie 550;3
User 500;19981;6;Movie 552;1
User 918;19982;6;Movie 792;3
User 797;19974;6;Movie 181;5
User 822;19981;6;Movie 111;4
User 639;19981;6;Movie 286;4
User 232;19974;6;Movie 294;2
User 535;19974;6;Movie 471;4
User 721;19974;6;Movie 304;3
User 743;19974;6;Movie 744;5
User 256;19974;6;Movie 11;5
User 733;19974;6;Movie 713;4
User 870;19974;6;Movie 239;3
User 943;19981;6;Movie 200;4
User 704;19982;6;Movie 135;5
User 758;19974;6;Movie 654;4
User 545;19981;6;Movie 28;4
User 489;19981;6;Movie 322;5
User 233;19974;6;Movie 523;4
User 731;19981;6;Movie 143;5
User 630;19981;6;Movie 239;4
User 271;19981;6;Movie 506;4
User 555;19974;6;Movie 111;4
User 664;19974;6;Movie 494;5
User 227;19974;6;Movie 823;2
User 719;19974;6;Movie 214;2
User 896;19981;6;Movie 157;4
User 521;19981;6;Movie 246;4
User 290;19974;6;Movie 402;4
User 757;19981;6;Movie 206;4
User 729;19982;6;Movie 294;2
User 941;19973;6;Movie 258;4
User 263;19981;6;Movie 31;4
User 815;19974;6;Movie 712;3
User 865;19974;6;Movie 1011;1
User 912;19974;6;Movie 194;4
User 372;19974;6;Movie 872;4
User 933;19973;6;Movie 173;3
User 251;19981;6;Movie 1;4
User 248;19981;6;Movie 79;3
User 940;19981;6;Movie 89;4
User 13;19974;6;Movie 175;4
User 933;19973;6;Movie 318;4
User 899;19981;6;Movie 193;3
User 739;19981;6;Movie 55;1
User 724;19981;6;Movie 1127;3
User 669;19982;6;Movie 216;3
User 134;19982;6;Movie 508;3
User 729;19982;6;Movie 751;3
User 870;19974;6;Movie 1267;2
User 868;19974;6;Movie 184;3
User 921;19974;6;Movie 125;3
User 676;19982;6;Movie 546;3
User 308;19981;6;Movie 211;4
User 184;19981;6;Movie 371;5
User 855;19974;6;Movie 179;3
User 843;19974;6;Movie 498;2
User 727;19981;6;Movie 118;4
User 724;19981;6;Movie 343;1
User 642;19981;6;Movie 588;5
User 602;19981;6;Movie 294;5
User 94;19982;6;Movie 51;3
User 744;19974;6;Movie 156;4
User 737;19981;6;Movie 64;4
User 897;19974;6;Movie 660;4
User 896;19981;6;Movie 576;2
User 472;19974;6;Movie 231;5
User 536;19974;6;Movie 588;3
User 426;19974;6;Movie 519;4
User 707;19981;6;Movie 1168;3
User 564;19981;6;Movie 272;3
User 894;19981;6;Movie 904;4
User 663;19981;6;Movie 763;5
User 495;19981;6;Movie 1542;4
User 805;19974;6;Movie 122;5
User 591;19981;6;Movie 64;5
User 238;19974;6;Movie 257;4
User 942;19981;6;Movie 216;4
User 326;19974;6;Movie 588;3
User 313;19981;6;Movie 427;5
User 393;19981;6;Movie 1225;3
User 491;19981;6;Movie 654;5
User 736;19974;6;Movie 254;1
User 752;19981;6;Movie 325;2
User 570;19974;6;Movie 286;4
User 234;19982;6;Movie 82;3
User 119;19973;6;Movie 31;5
User 694;19974;6;Movie 135;5
User 403;19974;6;Movie 147;5
User 618;19981;6;Movie 895;3
User 788;19974;6;Movie 546;3
User 768;19974;6;Movie 742;3
User 313;19981;6;Movie 89;5
User 870;19974;6;Movie 715;3
User 506;19973;6;Movie 496;5
User 779;19973;6;Movie 328;4
User 458;19981;6;Movie 76;4
User 804;19974;6;Movie 498;5
User 597;19973;6;Movie 477;5
User 919;19973;6;Movie 217;4
User 892;19981;6;Movie 176;5
User 940;19981;6;Movie 427;5
User 379;19974;6;Movie 524;4
User 790;19981;6;Movie 384;2
User 666;19974;6;Movie 188;5
User 891;19982;6;Movie 282;5
User 727;19981;6;Movie 169;5
User 326;19974;6;Movie 568;4
User 886;19974;6;Movie 475;5
User 804;19974;6;Movie 401;2
User 819;19974;6;Movie 319;4
User 561;19981;6;Movie 546;1
User 796;19982;6;Movie 1522;3
User 443;19974;6;Movie 269;3
User 705;19974;6;Movie 69;3
User 549;19974;6;Movie 1;5
User 561;19981;6;Movie 153;3
User 498;19974;6;Movie 317;3
User 840;19981;6;Movie 492;5
User 406;19974;6;Movie 282;3
User 221;19973;6;Movie 847;4
User 757;19981;6;Movie 98;4
User 287;19973;6;Movie 246;4
User 417;19974;6;Movie 161;3
User 712;19973;6;Movie 365;3
User 630;19981;6;Movie 465;1
User 833;19973;6;Movie 69;2
User 297;19973;6;Movie 485;3
User 683;19982;6;Movie 301;2
User 417;19974;6;Movie 163;4
User 758;19981;6;Movie 1527;3
User 484;19981;6;Movie 951;1
User 655;19982;6;Movie 131;2
User 13;19974;6;Movie 165;3
User 415;19974;6;Movie 258;4
User 890;19974;6;Movie 527;4
User 682;19981;6;Movie 708;3
User 922;19982;6;Movie 222;4
User 734;19981;6;Movie 173;3
User 495;19981;6;Movie 67;3
User 901;19974;6;Movie 174;5
User 937;19974;6;Movie 126;4
User 464;19974;6;Movie 520;5
User 741;19981;6;Movie 274;4
User 921;19974;6;Movie 560;2
User 880;19974;6;Movie 188;4
User 932;19981;6;Movie 226;3
User 269;19982;6;Movie 23;5
User 621;19973;6;Movie 692;4
User 630;19981;6;Movie 819;3
User 896;19981;6;Movie 198;4
User 804;19974;6;Movie 172;4
User 883;19982;6;Movie 553;4
User 16;19974;6;Movie 939;4
User 279;19974;6;Movie 1001;4
User 409;19974;6;Movie 657;3
User 719;19974;6;Movie 87;2
User 778;19981;6;Movie 28;4
User 589;19974;6;Movie 688;4
User 495;19981;6;Movie 80;3
User 447;19974;6;Movie 201;2
User 757;19981;6;Movie 151;4
User 232;19974;6;Movie 50;4
User 807;19982;6;Movie 477;4
User 608;19974;6;Movie 83;5
User 509;19974;6;Movie 892;1
User 561;19981;6;Movie 423;2
User 627;19974;6;Movie 591;3
User 790;19981;6;Movie 108;3
User 271;19981;6;Movie 566;4
User 87;19974;6;Movie 252;3
User 551;19982;6;Movie 97;5
User 643;19982;6;Movie 88;2
User 825;19974;6;Movie 593;3
User 537;19981;6;Movie 515;4
User 666;19974;6;Movie 527;4
User 363;19982;6;Movie 589;3
User 843;19974;6;Movie 25;2
User 707;19981;6;Movie 880;2
User 737;19981;6;Movie 154;4
User 168;19981;6;Movie 276;1
User 326;19974;6;Movie 9;1
User 892;19981;6;Movie 25;4
User 632;19974;6;Movie 356;4
User 877;19974;6;Movie 111;3
User 757;19981;6;Movie 742;4
User 868;19974;6;Movie 189;5
User 216;19981;6;Movie 315;5
User 264;19981;6;Movie 150;5
User 480;19981;6;Movie 152;4
User 929;19974;6;Movie 174;3
User 767;19982;6;Movie 724;4
User 677;19981;6;Movie 7;4
User 894;19974;6;Movie 13;4
User 883;19982;6;Movie 461;5
User 868;19974;6;Movie 922;5
User 687;19981;6;Movie 300;4
User 846;19981;6;Movie 452;3
User 634;19974;6;Movie 25;4
User 751;19981;6;Movie 1;3
User 545;19974;6;Movie 167;3
User 591;19981;6;Movie 956;4
User 666;19974;6;Movie 180;4
User 755;19974;6;Movie 300;4
User 798;19973;6;Movie 946;2
User 456;19974;6;Movie 550;2
User 85;19974;6;Movie 141;3
User 462;19981;6;Movie 539;3
User 109;19974;6;Movie 53;4
User 450;19974;6;Movie 866;4
User 868;19974;6;Movie 447;2
User 899;19981;6;Movie 73;4
User 698;19981;6;Movie 100;2
User 246;19981;6;Movie 50;5
User 537;19981;6;Movie 109;1
User 712;19973;6;Movie 495;4
User 254;19981;6;Movie 138;1
User 489;19982;6;Movie 323;5
User 472;19974;6;Movie 1215;4
User 709;19974;6;Movie 423;3
User 56;19982;6;Movie 238;5
User 460;19974;6;Movie 124;4
User 628;19974;6;Movie 690;5
User 847;19974;6;Movie 243;1
User 606;19974;6;Movie 516;4
User 751;19981;6;Movie 216;4
User 174;19981;6;Movie 240;1
User 723;19974;6;Movie 322;2
User 857;19974;6;Movie 275;5
User 481;19981;6;Movie 393;3
User 550;19974;6;Movie 222;4
User 943;19981;6;Movie 188;4
User 436;19981;6;Movie 50;4
User 773;19981;6;Movie 6;3
User 551;19982;6;Movie 587;4
User 770;19974;6;Movie 258;5
User 935;19981;6;Movie 237;5
User 159;19974;6;Movie 291;4
User 761;19974;6;Movie 205;4
User 239;19981;6;Movie 505;5
User 486;19974;6;Movie 9;5
User 615;19974;6;Movie 213;5
User 498;19974;6;Movie 179;4
User 654;19981;6;Movie 597;4
User 762;19974;6;Movie 270;4
User 18;19974;6;Movie 958;5
User 892;19981;6;Movie 429;4
User 399;19974;6;Movie 540;2
User 537;19981;6;Movie 222;2
User 618;19981;6;Movie 154;3
User 881;19974;6;Movie 528;5
User 642;19981;6;Movie 1078;5
User 788;19974;6;Movie 684;5
User 471;19981;6;Movie 82;5
User 363;19982;6;Movie 312;3
User 894;19974;6;Movie 14;4
User 916;19974;6;Movie 48;5
User 14;19974;6;Movie 240;5
User 747;19981;6;Movie 262;5
User 691;19973;6;Movie 604;5
User 561;19981;6;Movie 1229;1
User 589;19974;6;Movie 339;5
User 24;19973;6;Movie 655;5
User 213;19974;6;Movie 7;4
User 693;19973;6;Movie 449;2
User 405;19981;6;Movie 1556;1
User 561;19981;6;Movie 512;4
User 894;19981;6;Movie 909;3
User 889;19974;6;Movie 721;3
User 884;19974;6;Movie 100;5
User 406;19974;6;Movie 466;4
User 521;19981;6;Movie 550;3
User 189;19982;6;Movie 792;5
User 669;19982;6;Movie 150;3
User 807;19982;6;Movie 491;5
User 778;19981;6;Movie 132;2
User 94;19982;6;Movie 411;3
User 705;19974;6;Movie 546;3
User 489;19982;6;Movie 897;2
User 896;19981;6;Movie 518;3
User 887;19974;6;Movie 1116;5
User 913;19974;6;Movie 222;3
User 218;19974;6;Movie 153;4
User 747;19981;6;Movie 423;5
User 222;19974;6;Movie 1079;1
User 911;19982;6;Movie 727;2
User 38;19982;6;Movie 1028;5
User 39;19982;6;Movie 301;3
User 538;19974;6;Movie 527;3
User 846;19981;6;Movie 91;4
User 343;19974;6;Movie 496;5
User 551;19982;6;Movie 720;2
User 495;19981;6;Movie 1157;4
User 733;19974;6;Movie 696;3
User 764;19974;6;Movie 405;4
User 860;19981;6;Movie 949;3
User 707;19981;6;Movie 168;3
User 406;19974;6;Movie 281;3
User 586;19981;6;Movie 118;4
User 827;19974;6;Movie 689;3
User 393;19981;6;Movie 627;4
User 586;19981;6;Movie 159;4
User 541;19981;6;Movie 278;2
User 739;19981;6;Movie 751;3
User 587;19982;6;Movie 331;3
User 807;19982;6;Movie 199;5
User 537;19981;6;Movie 186;4
User 486;19974;6;Movie 324;4
User 534;19974;6;Movie 410;5
User 916;19974;6;Movie 702;3
User 825;19974;6;Movie 591;4
User 276;19973;6;Movie 554;2
User 938;19981;6;Movie 281;2
User 907;19974;6;Movie 409;4
User 899;19981;6;Movie 257;4
User 727;19981;6;Movie 423;3
User 773;19981;6;Movie 462;5
User 435;19981;6;Movie 193;3
User 887;19974;6;Movie 472;4
User 707;19981;6;Movie 6;3
User 422;19973;6;Movie 237;4
User 13;19974;6;Movie 749;3
User 787;19981;6;Movie 300;4
User 796;19982;6;Movie 69;5
User 92;19981;6;Movie 322;3
User 766;19981;6;Movie 414;4
User 892;19981;6;Movie 671;5
User 769;19981;6;Movie 1312;2
User 799;19974;6;Movie 748;2
User 429;19974;6;Movie 582;3
User 560;19974;6;Movie 24;2
User 699;19974;6;Movie 685;3
User 771;19981;6;Movie 892;5
User 119;19973;6;Movie 827;3
User 896;19981;6;Movie 55;3
User 807;19982;6;Movie 605;3
User 415;19974;6;Movie 483;5
User 807;19982;6;Movie 1411;1
User 716;19974;6;Movie 732;5
User 846;19981;6;Movie 1209;1
User 452;19973;6;Movie 625;3
User 906;19974;6;Movie 15;3
User 763;19974;6;Movie 230;3
User 786;19974;6;Movie 866;3
User 627;19974;6;Movie 199;5
User 883;19982;6;Movie 283;4
User 345;19981;6;Movie 570;2
User 871;19981;6;Movie 121;4
User 899;19981;6;Movie 746;4
User 691;19973;6;Movie 318;5
User 760;19974;6;Movie 365;5
User 606;19974;6;Movie 959;5
User 767;19982;6;Movie 242;4
User 74;19981;6;Movie 315;5
User 758;19974;6;Movie 687;3
User 388;19981;6;Movie 218;5
User 387;19981;6;Movie 399;3
User 546;19981;6;Movie 258;4
User 850;19974;6;Movie 168;5
User 894;19981;6;Movie 885;2
User 924;19981;6;Movie 286;3
User 653;19974;6;Movie 631;2
User 222;19974;6;Movie 50;4
User 881;19974;6;Movie 4;3
User 552;19974;6;Movie 977;3
User 709;19974;6;Movie 62;3
User 756;19973;6;Movie 79;4
User 847;19974;6;Movie 109;5
User 666;19974;6;Movie 484;4
User 43;19981;6;Movie 277;1
User 296;19981;6;Movie 211;4
User 503;19974;6;Movie 306;5
User 838;19981;6;Movie 228;4
User 889;19974;6;Movie 79;3
User 811;19981;6;Movie 286;5
User 887;19974;6;Movie 69;4
User 715;19974;6;Movie 196;4
User 728;19974;6;Movie 124;3
User 451;19974;6;Movie 306;2
User 545;19974;6;Movie 403;5
User 733;19974;6;Movie 285;4
User 537;19981;6;Movie 616;2
User 738;19982;6;Movie 169;5
User 716;19974;6;Movie 11;4
User 505;19981;6;Movie 183;3
User 901;19974;6;Movie 405;4
User 805;19974;6;Movie 418;2
User 806;19974;6;Movie 240;2
User 880;19974;6;Movie 1052;1
User 460;19974;6;Movie 312;4
